customerid,age,salary,balance,marital,education,job,targeted,default,housing,loan,contact,day,month,duration,campaign,response
14646,60,55000,597,married,secondary,retired,yes,no,no,no,cellular,15,7,16.35,1,yes
14647,39,20000,0,married,secondary,blue-collar,yes,no,yes,no,cellular,15,7,1.72,4,no
14648,46,20000,174,married,primary,blue-collar,yes,no,no,yes,cellular,15,7,1.5,1,no
14649,32,100000,222,divorced,tertiary,management,no,no,no,yes,cellular,15,7,13.67,4,yes
14650,51,120000,-799,married,secondary,entrepreneur,yes,no,no,yes,cellular,15,7,16.68,3,yes
14651,37,8000,1020,single,secondary,unemployed,yes,no,yes,no,cellular,15,7,5.8,1,no
14652,59,16000,122,divorced,secondary,housemaid,yes,no,no,no,cellular,15,7,2.15,1,no
14653,36,100000,287,married,tertiary,management,yes,no,yes,yes,cellular,15,7,1.98,5,no
14654,33,4000,71,single,tertiary,student,no,no,no,no,cellular,15,7,1.57,4,no
14655,45,70000,24,married,secondary,services,yes,no,yes,no,cellular,15,7,3.2,3,no
14656,27,50000,454,single,secondary,admin.,yes,no,no,yes,cellular,15,7,5.52,2,no
14657,36,20000,-231,married,secondary,blue-collar,yes,no,no,yes,cellular,15,7,12.98,2,no
14658,29,100000,0,married,tertiary,management,yes,no,yes,no,telephone,15,7,1.52,2,no
14659,43,120000,1,married,tertiary,entrepreneur,yes,no,yes,yes,cellular,15,7,1.02,2,no
14660,35,100000,300,married,tertiary,management,yes,no,yes,no,cellular,15,7,9.25,2,no
14661,41,50000,226,married,tertiary,admin.,yes,no,yes,no,cellular,15,7,2.62,5,no
14662,25,60000,534,single,secondary,technician,yes,no,no,no,cellular,15,7,2.78,7,no
14663,36,100000,112,single,tertiary,management,no,no,yes,no,cellular,15,7,1.38,2,no
14664,43,60000,1154,single,tertiary,technician,no,no,no,no,cellular,15,7,10.05,11,no
14665,60,100000,0,married,primary,management,yes,no,yes,no,cellular,15,7,1.85,8,no
14666,31,8000,31,married,secondary,unemployed,yes,no,yes,no,cellular,15,7,3.52,6,no
14667,38,16000,0,married,secondary,housemaid,yes,no,no,no,cellular,15,7,1.75,7,no
14668,37,100000,1775,divorced,tertiary,management,no,no,no,no,cellular,15,7,8.57,5,yes
14669,35,120000,313,married,secondary,entrepreneur,yes,no,yes,no,cellular,15,7,7.98,1,no
14670,49,55000,-268,divorced,secondary,retired,yes,no,yes,no,cellular,15,7,1.85,5,no
14671,45,100000,0,married,tertiary,management,yes,no,no,yes,cellular,15,7,1.87,4,no
14672,49,70000,463,married,unknown,services,no,no,yes,no,telephone,15,7,9.02,2,no
14673,44,120000,4389,married,secondary,entrepreneur,yes,no,yes,no,cellular,15,7,2.48,4,no
14674,32,20000,142,divorced,primary,blue-collar,yes,no,yes,no,cellular,15,7,4.28,5,no
14675,57,20000,1103,divorced,secondary,blue-collar,yes,no,yes,no,cellular,15,7,1.63,4,no
14676,40,100000,-37,married,tertiary,management,yes,no,no,yes,cellular,15,7,6.8,4,no
14677,32,60000,4654,married,tertiary,technician,yes,no,yes,yes,cellular,15,7,2.23,2,no
14678,36,120000,84,married,tertiary,entrepreneur,yes,no,no,yes,cellular,15,7,5.1,14,no
14679,48,50000,3064,married,secondary,admin.,yes,no,yes,no,telephone,15,7,2.65,2,no
14680,31,20000,0,married,secondary,blue-collar,yes,no,no,yes,telephone,15,7,4.58,2,no
14681,54,55000,4104,married,tertiary,retired,yes,no,no,no,cellular,15,7,1.13,8,no
14682,53,60000,0,divorced,secondary,technician,yes,no,yes,yes,cellular,15,7,2.25,5,no
14683,30,20000,0,single,primary,blue-collar,yes,no,no,no,cellular,15,7,11.93,3,yes
14684,42,60000,0,married,secondary,technician,yes,no,yes,yes,cellular,15,7,4.28,5,no
14685,39,100000,5009,divorced,tertiary,management,no,no,yes,no,cellular,15,7,18.05,2,no
14686,41,20000,664,divorced,primary,blue-collar,yes,no,no,yes,cellular,15,7,15.92,5,yes
14687,44,20000,-1,divorced,secondary,blue-collar,yes,no,no,yes,cellular,15,7,3.23,5,no
14688,42,70000,0,married,secondary,services,yes,no,no,no,cellular,15,7,3.23,4,no
14689,56,100000,17,married,primary,management,yes,no,yes,no,cellular,15,7,2.05,4,no
14690,32,50000,3,married,secondary,admin.,yes,no,yes,yes,cellular,15,7,10.2,4,no
14691,36,20000,7051,divorced,secondary,blue-collar,yes,no,no,yes,cellular,15,7,1.77,13,no
14692,55,55000,4459,married,primary,retired,yes,no,no,no,cellular,15,7,1.42,8,no
14693,31,20000,0,married,primary,blue-collar,yes,no,yes,no,telephone,15,7,3.95,7,no
14694,31,60000,303,married,secondary,technician,yes,no,yes,no,cellular,15,7,3.27,4,no
14695,39,20000,345,married,secondary,blue-collar,yes,no,yes,no,cellular,15,7,2.98,3,no
14696,41,20000,8,married,primary,blue-collar,yes,no,yes,no,cellular,15,7,2.58,2,no
14697,40,100000,4025,married,secondary,management,yes,no,yes,no,cellular,15,7,1.78,4,no
14698,38,20000,340,single,secondary,blue-collar,yes,no,no,yes,cellular,15,7,4.33,5,no
14699,36,70000,0,divorced,secondary,services,yes,yes,no,yes,cellular,15,7,11.45,7,yes
14700,39,50000,1388,married,secondary,admin.,yes,no,yes,no,cellular,15,7,2.5,5,no
14701,28,50000,317,married,secondary,admin.,yes,no,yes,no,cellular,15,7,11.22,2,no
14702,30,50000,0,married,secondary,admin.,yes,no,no,no,cellular,15,7,2.12,5,no
14703,54,55000,13,divorced,secondary,retired,yes,no,yes,no,cellular,15,7,3.28,2,no
14704,49,20000,4177,divorced,secondary,blue-collar,yes,no,yes,no,cellular,15,7,4.58,4,no
14705,36,70000,297,married,secondary,services,yes,no,yes,yes,cellular,15,7,2.62,5,no
14706,50,50000,219,married,secondary,admin.,yes,no,yes,no,cellular,15,7,6.98,7,no
14707,38,60000,0,married,secondary,technician,yes,no,yes,yes,cellular,15,7,2.43,4,no
14708,38,60000,1425,divorced,tertiary,technician,no,no,yes,no,cellular,15,7,5.78,4,no
14709,36,120000,185,married,secondary,entrepreneur,yes,no,yes,no,cellular,15,7,2.27,2,no
14710,54,20000,126,married,primary,blue-collar,yes,no,yes,no,cellular,15,7,5.95,4,no
14711,35,50000,2622,single,tertiary,admin.,no,no,no,no,cellular,15,7,6.23,5,no
14712,33,50000,0,married,secondary,admin.,yes,no,yes,no,cellular,15,7,2,6,no
14713,35,50000,348,married,secondary,admin.,yes,no,yes,yes,cellular,15,7,5.38,3,no
14714,31,60000,0,single,secondary,self-employed,yes,no,yes,no,cellular,15,7,6.07,2,no
14715,36,20000,3420,married,secondary,blue-collar,yes,no,yes,no,cellular,15,7,1.63,2,no
14716,30,100000,11,married,tertiary,management,yes,no,no,no,cellular,15,7,1.4,5,no
14717,45,60000,1786,married,secondary,technician,yes,no,yes,yes,telephone,15,7,1.3,4,no
14718,50,100000,2629,married,tertiary,management,yes,no,yes,no,telephone,15,7,0.98,4,no
14719,45,20000,-183,single,primary,blue-collar,yes,yes,no,yes,cellular,15,7,6.58,4,no
14720,39,60000,1531,single,tertiary,technician,no,no,no,no,telephone,15,7,9.05,6,no
14721,58,55000,19,married,secondary,retired,yes,no,no,yes,cellular,15,7,1.77,3,no
14722,54,120000,0,married,secondary,entrepreneur,yes,no,no,yes,cellular,15,7,3.48,4,no
14723,37,20000,20,married,primary,blue-collar,yes,no,no,yes,telephone,15,7,7.82,4,no
14724,31,100000,0,divorced,secondary,management,yes,no,yes,no,cellular,15,7,3.6,7,no
14725,46,120000,-563,divorced,secondary,entrepreneur,yes,no,no,yes,cellular,15,7,12.82,4,yes
14726,37,60000,729,married,secondary,technician,yes,no,yes,no,cellular,15,7,1.92,5,no
14727,29,4000,5,single,tertiary,student,no,no,no,no,cellular,15,7,14.82,5,yes
14728,35,100000,635,single,tertiary,management,no,no,no,no,cellular,15,7,9.12,12,no
14729,25,20000,0,married,secondary,blue-collar,yes,no,no,yes,cellular,15,7,23.73,4,yes
14730,35,100000,0,married,secondary,management,yes,no,yes,no,cellular,15,7,8.17,5,no
14731,39,100000,285,married,tertiary,management,yes,no,yes,no,cellular,15,7,13.97,3,yes
14732,40,70000,884,married,secondary,services,yes,no,no,no,cellular,15,7,2.77,4,no
14733,58,55000,4048,married,tertiary,retired,yes,no,no,yes,cellular,15,7,4.5,5,no
14734,46,120000,406,married,tertiary,entrepreneur,yes,no,yes,no,telephone,15,7,3.87,4,no
14735,49,16000,278,married,primary,housemaid,yes,no,yes,no,telephone,15,7,1.87,6,no
14736,36,50000,898,married,secondary,admin.,yes,no,no,no,cellular,15,7,1.97,5,no
14737,33,60000,-325,single,secondary,technician,yes,no,yes,no,cellular,15,7,2.65,6,no
14738,52,70000,497,married,secondary,services,yes,no,yes,no,telephone,15,7,4.42,5,no
14739,42,20000,667,divorced,secondary,blue-collar,yes,no,yes,no,cellular,15,7,6.98,8,no
14740,31,60000,0,married,secondary,technician,yes,no,no,yes,cellular,15,7,10.4,6,no
14741,54,60000,765,divorced,secondary,technician,yes,no,yes,yes,cellular,15,7,13.53,3,no
14742,44,100000,764,married,tertiary,management,yes,no,no,yes,cellular,15,7,1.62,5,no
14743,47,4000,107,single,unknown,student,no,no,no,no,telephone,15,7,1.98,8,no
14744,27,120000,139,married,tertiary,entrepreneur,yes,no,no,no,cellular,15,7,7.47,5,yes
14745,35,20000,885,single,secondary,blue-collar,yes,no,yes,no,cellular,15,7,10.53,6,yes
14746,37,100000,6014,married,tertiary,management,yes,no,yes,no,cellular,15,7,2.72,6,no
14747,51,20000,463,married,secondary,blue-collar,yes,no,yes,yes,cellular,15,7,1.9,4,no
14748,38,100000,83,single,tertiary,management,no,no,no,yes,telephone,15,7,0.53,7,no
14749,52,50000,82,married,secondary,admin.,yes,no,yes,yes,telephone,15,7,19.03,4,no
14750,43,60000,326,single,secondary,technician,yes,no,yes,no,cellular,15,7,1.45,8,no
14751,53,20000,6258,married,secondary,blue-collar,yes,no,yes,no,telephone,15,7,1.03,5,no
14752,60,120000,480,married,secondary,entrepreneur,yes,no,no,yes,telephone,15,7,5.68,6,no
14753,36,70000,321,married,secondary,services,yes,no,yes,no,cellular,15,7,2.67,2,no
14754,25,20000,377,single,secondary,blue-collar,yes,no,no,no,cellular,15,7,23.53,4,no
14755,37,70000,459,single,secondary,services,yes,no,no,no,telephone,16,7,1.02,14,no
14756,39,100000,0,married,tertiary,management,yes,no,no,no,telephone,16,7,0.68,6,no
14757,36,70000,0,married,secondary,services,yes,no,yes,no,cellular,16,7,4.6,4,no
14758,44,50000,345,married,secondary,admin.,yes,no,yes,no,telephone,16,7,3.47,8,no
14759,45,100000,1063,married,tertiary,management,yes,no,yes,no,cellular,16,7,0.68,4,no
14760,32,60000,210,single,secondary,technician,yes,no,yes,no,cellular,16,7,4.97,2,no
14761,28,100000,0,single,tertiary,management,no,no,yes,no,cellular,16,7,12.78,5,yes
14762,36,100000,446,married,tertiary,management,yes,no,yes,no,telephone,16,7,2.9,5,no
14763,29,20000,0,married,secondary,blue-collar,yes,no,yes,no,cellular,16,7,3.1,4,no
14764,53,60000,2818,married,secondary,technician,yes,no,yes,no,cellular,16,7,5.83,7,no
14765,48,70000,300,married,secondary,services,yes,no,no,yes,cellular,16,7,0.87,8,no
14766,49,16000,0,married,primary,housemaid,yes,no,no,no,telephone,16,7,0.77,8,no
14767,30,60000,0,married,unknown,technician,no,no,yes,no,cellular,16,7,8.5,3,no
14768,51,20000,-11,married,primary,blue-collar,yes,no,no,no,telephone,16,7,2.1,4,no
14769,38,100000,500,married,tertiary,management,yes,no,yes,yes,cellular,16,7,1.35,7,no
14770,37,60000,177,married,secondary,technician,yes,no,yes,no,cellular,16,7,7.73,3,no
14771,44,70000,850,married,secondary,services,yes,no,no,yes,cellular,16,7,3.67,5,no
14772,57,70000,-37,married,secondary,services,yes,no,no,yes,telephone,16,7,0.52,6,no
14773,37,100000,2265,single,tertiary,management,no,no,yes,no,cellular,16,7,1.07,1,no
14774,45,100000,1293,married,tertiary,management,yes,no,no,no,telephone,16,7,3.13,3,no
14775,33,70000,346,married,secondary,services,yes,no,yes,no,cellular,16,7,2.87,1,no
14776,52,70000,-888,married,secondary,services,yes,no,no,no,cellular,16,7,2.25,1,no
14777,33,8000,2,married,secondary,unemployed,yes,no,yes,no,cellular,16,7,2.2,1,no
14778,28,70000,0,single,secondary,services,yes,no,no,yes,cellular,16,7,2.22,1,no
14779,41,120000,143,married,tertiary,entrepreneur,yes,no,no,yes,cellular,16,7,2.35,1,no
14780,35,20000,4,married,secondary,blue-collar,yes,no,yes,yes,cellular,16,7,2.17,6,no
14781,32,16000,67,married,primary,housemaid,yes,no,yes,no,cellular,16,7,1.58,4,no
14782,35,20000,319,married,primary,blue-collar,yes,no,yes,no,cellular,16,7,3.68,1,no
14783,52,100000,92,divorced,primary,management,yes,no,no,yes,cellular,16,7,7.82,7,no
14784,56,20000,563,married,primary,blue-collar,yes,no,no,no,telephone,16,7,0.85,1,no
14785,34,20000,855,single,secondary,blue-collar,yes,no,yes,no,cellular,16,7,9.63,1,yes
14786,51,55000,34,married,primary,retired,yes,no,yes,no,cellular,16,7,1.15,2,no
14787,54,55000,2761,divorced,secondary,retired,yes,no,no,no,cellular,16,7,12.85,1,no
14788,57,70000,1728,married,primary,services,yes,no,yes,no,telephone,16,7,2.73,1,no
14789,56,20000,0,married,secondary,blue-collar,yes,no,no,yes,cellular,16,7,6.5,2,no
14790,45,20000,0,single,secondary,blue-collar,yes,yes,no,yes,cellular,16,7,2.57,2,no
14791,57,120000,7699,married,tertiary,entrepreneur,yes,no,no,yes,cellular,16,7,2.97,1,no
14792,37,120000,8,married,primary,entrepreneur,yes,no,yes,yes,cellular,16,7,0.77,1,no
14793,34,120000,-28,married,tertiary,entrepreneur,yes,no,yes,no,cellular,16,7,9.57,1,no
14794,31,70000,-230,married,secondary,services,yes,no,yes,yes,cellular,16,7,11.92,1,no
14795,47,60000,1710,single,secondary,technician,yes,no,no,yes,cellular,16,7,8.75,2,no
14796,35,100000,-353,single,tertiary,management,no,no,yes,no,cellular,16,7,1.17,1,no
14797,31,60000,35,single,secondary,technician,yes,no,no,yes,cellular,16,7,3.82,1,no
14798,29,20000,694,single,unknown,blue-collar,no,no,yes,yes,cellular,16,7,30.1,4,yes
14799,42,60000,422,married,secondary,technician,yes,no,yes,no,cellular,16,7,6.67,1,no
14800,26,50000,1,divorced,secondary,admin.,yes,no,no,no,cellular,16,7,1.53,1,no
14801,33,20000,208,married,primary,blue-collar,yes,no,yes,no,cellular,16,7,4.73,1,no
14802,36,100000,64,married,tertiary,management,yes,no,no,no,cellular,16,7,2.17,1,no
14803,47,20000,496,married,unknown,blue-collar,no,no,no,yes,cellular,16,7,2.52,4,no
14804,37,60000,0,divorced,secondary,technician,yes,no,yes,no,cellular,16,7,0.77,1,no
14805,56,100000,-563,divorced,tertiary,management,no,no,no,no,cellular,16,7,1.32,1,no
14806,31,60000,81,married,tertiary,self-employed,yes,no,yes,no,cellular,16,7,0.95,8,no
14807,35,100000,-273,married,tertiary,management,yes,no,yes,no,cellular,16,7,5.73,3,no
14808,34,100000,431,single,tertiary,management,no,no,no,no,cellular,16,7,6.68,1,no
14809,46,20000,327,married,primary,blue-collar,yes,no,no,yes,cellular,16,7,2.42,4,no
14810,42,60000,11,married,secondary,technician,yes,no,yes,no,cellular,16,7,4.53,1,no
14811,60,50000,686,married,primary,admin.,yes,no,yes,yes,cellular,16,7,2.03,1,no
14812,32,20000,8,divorced,secondary,blue-collar,yes,no,yes,no,cellular,16,7,3.77,1,no
14813,41,100000,0,married,tertiary,management,yes,no,no,yes,cellular,16,7,3.52,2,no
14814,56,20000,-199,married,secondary,blue-collar,yes,no,no,yes,cellular,16,7,7.13,2,no
14815,54,20000,0,married,secondary,blue-collar,yes,no,no,yes,cellular,16,7,2.6,1,no
14816,29,100000,465,married,tertiary,management,yes,no,yes,no,cellular,16,7,3.18,1,no
14817,31,100000,38279,single,tertiary,management,no,no,no,no,cellular,16,7,3.75,2,no
14818,27,100000,151,single,tertiary,management,no,no,yes,no,cellular,16,7,8.27,1,yes
14819,32,60000,0,single,secondary,technician,yes,yes,no,yes,cellular,16,7,3.25,1,no
14820,25,70000,130,single,tertiary,services,no,no,yes,no,cellular,16,7,0.82,1,no
14821,26,60000,354,single,secondary,technician,yes,no,no,no,cellular,16,7,9.77,1,yes
14822,40,60000,-94,single,tertiary,self-employed,no,no,yes,no,cellular,16,7,1.5,1,no
14823,36,100000,673,married,tertiary,management,yes,no,yes,no,cellular,16,7,11.48,1,yes
14824,51,70000,1605,married,secondary,services,yes,no,yes,no,cellular,16,7,1.57,3,no
14825,58,100000,299,married,tertiary,management,yes,no,no,no,cellular,16,7,2,4,no
14826,58,20000,2516,married,unknown,blue-collar,no,no,yes,no,cellular,16,7,5.05,1,no
14827,56,60000,14,married,secondary,self-employed,yes,no,no,no,cellular,16,7,3.98,1,no
14828,28,20000,0,married,primary,blue-collar,yes,no,yes,no,cellular,16,7,2.15,2,no
14829,45,20000,512,married,primary,blue-collar,yes,no,no,no,telephone,16,7,1.63,1,no
14830,44,20000,1265,married,primary,blue-collar,yes,no,yes,no,cellular,16,7,9.25,1,yes
14831,28,50000,105,married,secondary,admin.,yes,yes,no,no,cellular,16,7,2.17,1,no
14832,45,60000,-55,single,secondary,technician,yes,no,no,no,cellular,16,7,2.07,1,no
14833,39,20000,597,married,tertiary,blue-collar,yes,no,no,no,cellular,16,7,11.43,6,yes
14834,40,50000,0,married,secondary,admin.,yes,no,no,no,cellular,16,7,0.48,8,no
14835,39,120000,0,married,secondary,entrepreneur,yes,yes,no,no,cellular,16,7,8.8,9,no
14836,26,60000,166,single,secondary,self-employed,yes,no,yes,no,cellular,16,7,1.38,2,no
14837,59,100000,3998,married,tertiary,management,yes,no,yes,no,cellular,16,7,1,1,no
14838,45,70000,318,married,unknown,services,no,no,no,no,cellular,16,7,1.05,2,no
14839,41,120000,340,married,tertiary,entrepreneur,yes,no,yes,no,cellular,16,7,3.43,2,no
14840,37,20000,0,married,secondary,blue-collar,yes,no,no,no,cellular,16,7,19.17,1,no
14841,37,120000,1027,married,tertiary,entrepreneur,yes,no,yes,no,cellular,16,7,4.9,2,no
14842,30,60000,-393,married,secondary,technician,yes,no,yes,yes,cellular,16,7,7.25,1,yes
14843,36,100000,0,single,tertiary,management,no,no,yes,no,cellular,16,7,2.58,2,no
14844,25,70000,93,single,secondary,services,yes,no,no,no,cellular,16,7,2.17,1,no
14845,57,100000,29,married,tertiary,management,yes,no,no,yes,cellular,16,7,4.9,1,no
14846,26,20000,-188,single,secondary,blue-collar,yes,no,no,no,telephone,16,7,3.3,1,no
14847,31,60000,105,divorced,secondary,technician,yes,no,yes,no,cellular,16,7,1.2,1,no
14848,38,70000,-768,married,secondary,services,yes,no,yes,yes,cellular,16,7,0.95,2,no
14849,36,20000,324,married,secondary,blue-collar,yes,no,yes,yes,cellular,16,7,13.83,1,yes
14850,40,60000,6,married,secondary,technician,yes,no,yes,no,cellular,16,7,7.73,1,no
14851,27,70000,100,married,secondary,services,yes,no,no,no,cellular,16,7,0.95,2,no
14852,46,100000,2987,single,tertiary,management,no,no,yes,no,cellular,16,7,5.3,1,no
14853,37,16000,12939,married,secondary,housemaid,yes,no,yes,yes,cellular,16,7,0.65,9,no
14854,31,8000,256,divorced,tertiary,unemployed,no,no,yes,no,cellular,16,7,14.55,2,yes
14855,57,55000,975,married,secondary,retired,yes,no,no,no,cellular,16,7,2.77,1,no
14856,60,50000,-444,married,primary,admin.,yes,no,no,yes,cellular,16,7,3.78,1,no
14857,45,100000,96,married,tertiary,management,yes,no,yes,no,cellular,16,7,3.37,1,no
14858,37,60000,2707,married,secondary,technician,yes,no,yes,no,telephone,16,7,1.82,1,no
14859,36,20000,17,divorced,primary,blue-collar,yes,no,yes,no,cellular,16,7,5.48,1,no
14860,26,20000,-35,single,primary,blue-collar,yes,no,no,no,cellular,16,7,4.05,1,no
14861,57,60000,0,married,primary,technician,yes,no,no,no,cellular,16,7,3.57,1,no
14862,47,70000,28,divorced,secondary,services,yes,no,yes,no,cellular,16,7,2.37,1,no
14863,31,70000,85,single,secondary,services,yes,no,no,no,cellular,16,7,2.52,1,no
14864,50,100000,782,married,tertiary,management,yes,no,no,no,cellular,16,7,5.58,1,no
14865,48,70000,133,single,secondary,services,yes,no,yes,yes,cellular,16,7,2.38,1,no
14866,31,60000,127,single,tertiary,technician,no,no,yes,no,cellular,16,7,2.03,1,no
14867,48,60000,41,divorced,tertiary,self-employed,no,no,yes,no,cellular,16,7,3.3,2,no
14868,28,60000,272,married,secondary,technician,yes,no,no,yes,cellular,16,7,3.05,1,no
14869,43,60000,714,married,secondary,technician,yes,no,yes,no,cellular,16,7,4.25,1,no
14870,27,60000,77,married,tertiary,technician,yes,no,yes,no,cellular,16,7,2.38,1,no
14871,39,100000,1315,divorced,tertiary,management,no,no,yes,no,cellular,16,7,14.75,1,no
14872,56,20000,0,married,primary,blue-collar,yes,no,yes,no,cellular,16,7,20.37,1,yes
14873,56,100000,23,married,tertiary,management,yes,no,yes,no,cellular,16,7,2.6,2,no
14874,47,70000,651,married,secondary,services,yes,no,no,yes,cellular,16,7,5.42,2,no
14875,30,100000,319,married,tertiary,management,yes,no,yes,yes,cellular,16,7,1.52,2,no
14876,39,20000,50,married,primary,blue-collar,yes,no,no,no,cellular,16,7,2.45,2,no
14877,57,55000,374,married,secondary,retired,yes,no,yes,yes,cellular,16,7,3.93,1,no
14878,26,50000,74,single,secondary,admin.,yes,no,no,yes,cellular,16,7,6.98,2,no
14879,60,50000,646,single,secondary,admin.,yes,no,yes,no,telephone,16,7,10.82,2,no
14880,47,20000,-4,divorced,secondary,blue-collar,yes,no,yes,no,cellular,16,7,1.28,1,no
14881,25,20000,158,single,secondary,blue-collar,yes,no,yes,yes,cellular,16,7,3.85,2,no
14882,34,100000,557,married,tertiary,management,yes,no,yes,no,cellular,16,7,8.55,1,no
14883,29,20000,2870,married,secondary,blue-collar,yes,no,yes,no,cellular,16,7,16.47,1,yes
14884,35,20000,975,married,secondary,blue-collar,yes,no,yes,no,cellular,16,7,1.7,1,no
14885,32,100000,219,divorced,tertiary,management,no,no,yes,no,cellular,16,7,1.85,1,no
14886,28,100000,1,single,tertiary,management,no,no,yes,no,cellular,16,7,4.02,2,no
14887,58,20000,0,married,primary,blue-collar,yes,no,no,no,telephone,16,7,9.3,6,no
14888,48,55000,119,single,primary,retired,yes,no,no,yes,cellular,16,7,2.95,1,no
14889,34,20000,602,married,primary,blue-collar,yes,no,yes,no,cellular,16,7,11.33,1,no
14890,27,50000,451,divorced,secondary,admin.,yes,no,yes,no,cellular,16,7,10.87,1,yes
14891,31,50000,1210,divorced,secondary,admin.,yes,no,no,no,cellular,16,7,5.83,1,no
14892,25,50000,-213,single,secondary,admin.,yes,no,no,yes,cellular,16,7,9.87,1,no
14893,32,100000,1010,single,tertiary,management,no,no,yes,no,cellular,16,7,15.4,1,no
14894,26,100000,55,single,tertiary,management,no,no,no,yes,cellular,16,7,2.75,5,no
14895,48,16000,-31,married,primary,housemaid,yes,no,yes,no,cellular,16,7,2.13,2,no
14896,50,20000,907,married,secondary,blue-collar,yes,no,no,yes,cellular,16,7,1.13,1,no
14897,31,100000,574,single,tertiary,management,no,no,yes,no,cellular,16,7,6.83,2,no
14898,45,100000,2,married,tertiary,management,yes,no,yes,no,cellular,16,7,3.2,2,no
14899,47,20000,25,divorced,secondary,blue-collar,yes,no,no,yes,cellular,16,7,1.35,6,no
14900,48,60000,268,married,secondary,technician,yes,no,no,no,cellular,16,7,2.13,1,no
14901,38,120000,4,married,tertiary,entrepreneur,yes,no,yes,no,cellular,16,7,2.63,1,no
14902,57,50000,1403,divorced,secondary,admin.,yes,no,yes,no,cellular,16,7,9.12,2,no
14903,43,20000,184,married,secondary,blue-collar,yes,no,no,yes,cellular,16,7,16.98,11,yes
14904,38,60000,217,married,secondary,technician,yes,no,no,yes,cellular,16,7,1.55,3,no
14905,33,16000,39,single,primary,housemaid,yes,no,yes,no,cellular,16,7,5.53,3,no
14906,32,20000,1905,married,secondary,blue-collar,yes,no,yes,no,cellular,16,7,11.82,2,yes
14907,39,70000,1323,married,secondary,services,yes,no,yes,yes,telephone,16,7,3.13,1,no
14908,34,70000,889,married,secondary,services,yes,no,yes,no,cellular,16,7,6.95,7,no
14909,30,50000,-36,single,secondary,admin.,yes,no,no,no,cellular,16,7,9.35,9,yes
14910,54,20000,381,married,secondary,blue-collar,yes,yes,yes,yes,telephone,16,7,3.3,1,no
14911,29,70000,249,married,secondary,services,yes,no,yes,no,cellular,16,7,5.77,2,no
14912,26,50000,0,single,secondary,admin.,yes,yes,yes,no,cellular,16,7,2.62,2,no
14913,35,100000,387,married,tertiary,management,yes,no,yes,no,cellular,16,7,4.23,2,no
14914,44,60000,1431,single,unknown,technician,no,no,no,no,cellular,16,7,3.32,2,no
14915,43,55000,808,married,secondary,retired,yes,no,no,no,cellular,16,7,8.02,3,no
14916,53,55000,366,married,secondary,retired,yes,no,no,yes,cellular,16,7,2.85,6,no
14917,34,50000,396,married,secondary,admin.,yes,no,yes,no,cellular,16,7,1.68,3,no
14918,56,8000,2629,married,secondary,unemployed,yes,no,no,no,cellular,16,7,4.88,2,no
14919,38,60000,1314,single,tertiary,technician,no,no,yes,yes,cellular,16,7,6.3,2,no
14920,39,16000,0,married,primary,housemaid,yes,no,yes,no,telephone,16,7,2.15,6,no
14921,32,50000,198,married,secondary,admin.,yes,no,no,no,cellular,16,7,2.2,2,no
14922,59,100000,2540,married,tertiary,management,yes,no,no,no,cellular,16,7,23.87,5,no
14923,40,100000,0,married,tertiary,management,yes,no,yes,no,telephone,16,7,1.45,5,no
14924,45,16000,258,married,secondary,housemaid,yes,no,yes,no,cellular,16,7,4.78,2,no
14925,38,20000,329,married,secondary,blue-collar,yes,no,yes,yes,cellular,16,7,1.85,4,no
14926,32,50000,0,married,secondary,admin.,yes,no,no,no,cellular,16,7,2.35,7,no
14927,51,20000,1927,divorced,primary,blue-collar,yes,no,no,yes,cellular,16,7,5.37,4,no
14928,36,100000,548,single,tertiary,management,no,no,yes,no,cellular,16,7,4.23,3,no
14929,50,100000,1165,married,secondary,management,yes,no,no,no,cellular,16,7,7.58,1,yes
14930,33,100000,4,married,tertiary,management,yes,no,yes,no,cellular,16,7,4.75,5,no
14931,60,20000,1477,married,primary,blue-collar,yes,no,yes,no,cellular,16,7,1.15,3,no
14932,39,100000,-1586,married,tertiary,management,yes,yes,yes,yes,cellular,16,7,1.48,2,no
14933,40,20000,-839,married,secondary,blue-collar,yes,no,yes,yes,cellular,16,7,16.97,2,yes
14934,40,100000,394,married,secondary,management,yes,no,yes,no,cellular,16,7,1,5,no
14935,59,20000,1228,divorced,primary,blue-collar,yes,no,no,yes,cellular,16,7,0.95,3,no
14936,45,50000,248,married,secondary,admin.,yes,no,no,no,cellular,16,7,3.53,2,no
14937,33,100000,296,married,tertiary,management,yes,no,no,no,cellular,16,7,1.5,2,no
14938,43,120000,5705,single,secondary,entrepreneur,yes,no,no,yes,cellular,16,7,2.88,2,no
14939,42,70000,3465,married,secondary,services,yes,no,yes,yes,cellular,16,7,17.32,2,yes
14940,31,50000,5,married,secondary,admin.,yes,no,yes,yes,cellular,16,7,1.68,7,no
14941,32,16000,91,married,primary,housemaid,yes,no,yes,no,cellular,16,7,1.83,6,no
14942,58,16000,145,single,tertiary,housemaid,no,no,yes,yes,cellular,16,7,2.13,2,no
14943,40,60000,641,single,secondary,technician,yes,no,no,no,cellular,16,7,2.6,6,no
14944,41,120000,2249,married,tertiary,entrepreneur,yes,no,yes,no,telephone,16,7,3.85,5,no
14945,38,100000,3500,married,secondary,management,yes,no,yes,no,cellular,16,7,6.77,4,no
